ids,violation_type,type,start_at,end_at,status,,,,,,,,,,
2575513,FSLA,,4,4.06,Y,,,,,,,,,,
2575513,FSLA,,7.14,7.24,Y,,,,,,,,,,
2575513,FSLA,,7.48,8,Y,,,,,,,,,,
2625050,BM,Person,0.05,0.07,Y,FSLA-Re,,,,,,,,,
2625050,MP,,0.08,0.59,Y,,,,,,,,,,
2625050,BM,Person,1.08,1.13,Y,,,,,,,,,,
2625050,BM,Person,1.24,1.28,Y,,,,,,,,,,
2625050,BM,Person,1.39,1.42,Y,,,,,,,,,,
2625050,BM,Person,2.44,3.11,Y,,,,,,,,,,
2625050,BM,Person,3.15,3.21,Y,,,,,,,,,,
2625050,BM,Person,81.05,81.13,Y,,,,,,,,,,
2625050,BM,Person,92.34,92.42,Y,,,,,,,,,,
2625050,BM,Person,97.59,98.04,Y,,,,,,,,,,
2625050,BM,Person,99.46,99.51,Y,,,,,,,,,,
2625050,BM,Person,99.55,99.59,Y,,,,,,,,,,
2625050,BM,Person,105.18,105.24,Y,,,,,,,,,,
2625050,LS,,2.44,2.51,Y,,,,,,,,,,
2625050,LS,,9.6,12.43,NS,Corrections Added,,,,,,,,,
2625050,LS,,18.54,19.05,NS,Corrections Added,,,,,,,,,
2625050,LS,,59.46,60.36,NS,Corrections Added,,,,,,,,,
2625050,LS,,93.37,94.23,NS,Corrections Added,,,,,,,,,
2625050,LS,,95,95.08,NS,Corrections Added,,,,,,,,,
2625050,LS,,102.55,105.3,NS,Corrections Added,,,,,,,,,
2625050,LS,,105.55,106.55,NS,Corrections Added,,,,,,,,,
2625050,LS,,107.55,107.49,NS,Corrections Added,,,,,,,,,
2625050,LS,,114,114.26,NS,Corrections Added,,,,,,,,,
2625050,LS,,120.2,120.23,Y,,,,,,,,,,
2625050,LS,,122.37,122.55,Y,,,,,,,,,,
2601175,LS,,0.11,0.19,Y,Not detected,,,,,,,,,
2601175,LS,,37.15,37.28,Y,Not detected,,,,,,,,,
2601175,LS,,52.33,53.37,Y,Not detected,,,,,,,,,
2601175,FSLA,,40.27,40.32,Y,,,,,,,,,,
2601175,FSLA,,41.46,42.03,Y,,,,,,,,,,
2547436,LS,,0.45,0.58,Y,,,,,,,,,,
2547436,BM,Person,19.26,19.38,Y,,,,,,,,,,
2547436,MP,,19.38,19.4,Y,,,,,,,,,,
2547436,BM,Person,19.41,19.55,Y,,,,,,,,,,
2547436,FSLA,,19.28,20.1,Y,,,,,,,,,,
2547436,FSLA,,26.01,26.04,Y,,,,,,,,,,
2398903,BM,Person,0.13,0.16,Y,Staff,,,,,,,,,
2398903,BM,Person,0.31,1.47,Y,,,,,,,,,,
2398903,MP,,1.56,3,Y,,,,,,,,,,
2398903,MP,,2.57,3.11,Y,,,,,,,,,,
2398903,Imposter,,3,11,Y,,,,,,,,,,
2398903,BM,Person,3.12,3.42,Y,,,,,,,,,,
2398903,MP,,3.43,3.45,Y,,,,,,,,,,
2398903,BM,Person,3.46,4.24,Y,,,,,,,,,,
2398903,MP,,4.24,4.37,Y,,,,,,,,,,
2398903,BM,Person,4.29,4.45,Y,,,,,,,,,,
2398903,MP,,4.46,7.42,Y,,,,,,,,,,
2398903,BM,Person,4.52,6.35,Y,,,,,,,,,,
2398903,BM,Person,6.37,7.5,Y,,,,,,,,,,
2398903,BM,Person,7.52,7.59,Y,,,,,,,,,,
2398903,BM,Person,8.37,9.25,Y,,,,,,,,,,
2398903,Imposter,,9.21,9.33,Y,,,,,,,,,,
2398903,BM,Person,9.33,11.06,Y,,,,,,,,,,
2398903,MP,,10.08,10.28,Y,,,,,,,,,,
2398903,MP,,10.31,10.58,Y,,,,,,,,,,
2595744,BM,Person,0,1.02,Y,,,,,,,,,,
2595744,MP,,1.03,1.05,Y,,,,,,,,,,
2595744,BM,Person,1.06,3.14,Y,,,,,,,,,,
2595744,BM,Person,3.2,5.2,Y,,,,,,,,,,
2595744,BM,Person,5.24,5.42,Y,,,,,,,,,,
2595744,BM,Person,5.52,6.18,Y,,,,,,,,,,
2595744,BM,Person,6.37,6.49,Y,,,,,,,,,,
2595744,BM,Person,6.55,7.58,Y,,,,,,,,,,
2595744,MP,,7.59,8.02,Y,,,,,,,,,,
2595744,BM,Person,8.03,8.37,Y,,,,,,,,,,
2595744,BM,Person,8.57,10.1,Y,,,,,,,,,,
2595744,MP,,10.11,10.42,Y,,,,,,,,,,
2595744,BM,Person,10.47,10.55,Y,,,,,,,,,,
2619869,BM,Person,7.49,7.53,Y,FSLA-N,,,,,,,,,
2619869,MP,,7.54,7.56,Y,,,,,,,,,,
2619869,BM,Person,7.56,8.09,Y,,,,,,,,,,
2619869,BM,Person,15.13,15.16,Y,,,,,,,,,,
2619869,MP,,15.17,15.27,Y,,,,,,,,,,
2619869,BM,Person,15.28,15.39,Y,,,,,,,,,,
2658531,Left screen,,5.56,6.1,Y,,,,,,,,,,
2658531,LS,,6.11,6.33,Y,,,,,,,,,,
2658531,BM,Person,7.12,7.17,Y,,,,,,,,,,
2658531,BM,Person,7.24,7.28,Y,,,,,,,,,,
2658531,MP,,7.51,7.54,Y,,,,,,,,,,
2658531,BM,Person,7.59,8,Y,,,,,,,,,,
2658531,BM,Person,8.2,8.23,Y,,,,,,,,,,
2658531,BM,Person,8.49,8.5,Y,,,,,,,,,,
2661064,LS,,64.01,64.04,Y,,,,,,,Missed LS,,,
2619126,BM,Person,4.36,4.37,Y,,,,,,,,,,
2619126,FSLA,,4.32,4.38,Y,,,,,,,,,,
2619126,SEM,,8.38,8.42,Y,,,,,,,,,,
2619126,FSLA,,12.37,12.4,Y,,,,,,,,,,
2619126,SEM,,23.08,23.11,Y,,,,,,,,,,
2644188,LS,,0.21,0.33,Y,,,,,,,"Invalid BM,Invalid MP",,,
2644188,LS,,0.44,0.54,Y,,,,,,,,,,
2644188,LS,,0.58,1.03,Y,,,,,,,,,,
2649876,LS,,0.04,0.15,Y,,,,,,,Invalid BM,,,
2649876,LS,,0.19,1.08,Y,,,,,,,,,,
2649876,left screen,,1.26,1.35,Y,,,,,,,,,,
2649876,LS,,1.41,1.45,Y,,,,,,,,,,
2649876,LS,,1.54,2.55,Y,,,,,,,,,,
2649876,UPD,Cellphone,82.54,86.09,Y,,,,,,,,,,
2573209,UPD,Cellphone,0,0.59,Y,FSLA-N,,,,,,,,,
2599189,BM,Person,41.41,41.56,Y,,,,,,,,,,
2599189,LS,,55.17,55.41,Y,Not detected,,,,,,,,,
2599189,left screen,,55.41,55.49,Y,,,,,,,,,,
2599189,FSLA,,7.02,7.55,Y,,,,,,,,,,
2599189,FSLA,,8.1,8.21,Y,,,,,,,,,,
2599189,FSLA,,8.25,9.03,Y,,,,,,,,,,
2599189,FSLA,,9.06,9.25,Y,,,,,,,,,,
2599189,FSLA,,9.31,9.39,Y,,,,,,,,,,
2599189,FSLA,,9.42,9.46,Y,,,,,,,,,,
2599189,FSLA,,10.26,10.54,Y,,,,,,,,,,
2599189,FSLA,,11.14,11.49,Y,,,,,,,,,,
2599189,FSLA,,12.28,14.14,Y,,,,,,,,,,
2599189,FSLA,,14.19,14.48,Y,,,,,,,,,,
2599189,FSLA,,14.54,15.14,Y,,,,,,,,,,
2599189,FSLA,,17.26,17.38,Y,,,,,,,,,,
2599189,FSLA,,18.54,17.05,Y,,,,,,,,,,
2599189,FSLA,,17.27,17.37,Y,,,,,,,,,,
2599189,FSLA,,18.54,19.04,Y,,,,,,,,,,
2599189,FSLA,,20.53,21.47,Y,,,,,,,,,,
2599189,FSLA,,21.59,22.5,Y,,,,,,,,,,
2599189,FSLA,,23.52,23.59,Y,,,,,,,,,,
2599189,FSLA,,24.01,24.21,Y,,,,,,,,,,
2599189,FSLA,,24.26,25.32,Y,,,,,,,,,,
2599189,FSLA,,26,26.05,Y,,,,,,,,,,
2599189,FSLA,,26.12,26.25,Y,,,,,,,,,,
2599189,FSLA,,26.28,26.36,Y,,,,,,,,,,
2599189,FSLA,,26.4,27.06,Y,,,,,,,,,,
2599189,FSLA,,27.31,27.55,Y,,,,,,,,,,
2599189,FSLA,,28.48,29.01,Y,,,,,,,,,,
2599189,FSLA,,30.13,30.22,Y,,,,,,,,,,
2599189,FSLA,,30.48,31,Y,,,,,,,,,,
2599189,FSLA,,33.52,33.59,Y,,,,,,,,,,
2599189,FSLA,,34.04,34.14,Y,,,,,,,,,,
2599189,FSLA,,34.39,35.05,Y,,,,,,,,,,
2599189,FSLA,,35.35,36.42,Y,,,,,,,,,,
2599189,FSLA,,36.49,36.53,Y,,,,,,,,,,
2599189,FSLA,,37.04,37.11,Y,,,,,,,,,,
2599189,FSLA,,37.25,37.42,Y,,,,,,,,,,
2599189,FSLA,,37.56,38.05,Y,,,,,,,,,,
2599189,FSLA,,38.13,38.19,Y,,,,,,,,,,
2599189,FSLA,,40.49,40.55,Y,,,,,,,,,,
2599189,FSLA,,41.02,41.16,Y,,,,,,,,,,
2599189,FSLA,,41.33,42.13,Y,,,,,,,,,,
2599189,FSLA,,42.43,42.49,Y,,,,,,,,,,
2599189,FSLA,,42.55,44.46,Y,,,,,,,,,,
2599189,FSLA,,44.54,46.15,Y,,,,,,,,,,
2599189,FSLA,,47.02,47.4,Y,,,,,,,,,,
2599189,FSLA,,48.04,48.1,Y,,,,,,,,,,
2599189,FSLA,,48.16,48.26,Y,,,,,,,,,,
2599189,FSLA,,48.43,48.57,Y,,,,,,,,,,
2599189,FSLA,,49.33,49.37,Y,,,,,,,,,,
2599189,FSLA,,50.08,50.35,Y,,,,,,,,,,
2599189,FSLA,,50.5,50.57,Y,,,,,,,,,,
2599189,FSLA,,51.01,51.28,Y,,,,,,,,,,
2599189,FSLA,,51.35,51.4,Y,,,,,,,,,,
2599189,FSLA,,51.44,53,Y,,,,,,,,,,
2599189,FSLA,,53.1,53.32,Y,,,,,,,,,,
2599189,FSLA,,55.5,55.53,Y,,,,,,,,,,
2391839,BM,Person,0,1.37,Y,Staff,,,,,,,,,
2391839,MP,,1.38,4.2,Y,,,,,,,,,,
2391839,BM,Person,1.4,4.4,Y,,,,,,,,,,
2391839,UPD,Cellphone,1.58,6.28,Y,,,,,,,,,,
2391839,MP,,4.26,5.18,Y,,,,,,,,,,
2391839,BM,Person,5.19,6.17,Y,,,,,,,,,,
2658010,LS,,47.28,48.05,Y,,,,,,,"Invalid BM,Missed LS",,,"Hand,body Movements"
2562898,BM,Person,0,0.16,Y,FSLA-N,,,,,,,,,
2562898,MP,,0.17,0.31,Y,,,,,,,,,,
2562898,BM,Person,0.32,0.37,Y,,,,,,,,,,
2591822,UPD,Headphones,0,9.27,Y,FSLA-Re,,,,,,,,,
2591822,MP,,10.42,11.07,Y,,,,,,,,,,
2591822,LS,,30.44,236.38,Y,,,,,,,,,,
2633803,,,,,Y,,,,,,,"Invalid Imposter,Invalid LS",,,"Hand movements on face,Mouth not visible"
2622932,BM,Person,4.36,4.45,Y,,,,,,,,,,
2622932,MP,,5.4,5.43,Y,,,,,,,,,,
2622932,UPD,Cellphone,5.41,6.43,Y,,,,,,,,,,
2622932,UPD,Headphones,6.44,17.06,Y,,,,,,,,,,
2622932,BM,Person,13.18,14.33,Y,,,,,,,,,,
2622932,BM,Person,14.37,14.44,Y,,,,,,,,,,
2622932,UPD,Cellphone,15.13,15.32,Y,,,,,,,,,,
2622932,FSLA,,5.34,5.4,Y,,,,,,,,,,
2622932,FSLA,,6.43,7.03,Y,,,,,,,,,,
2622932,FSLA,,7.13,7.17,Y,,,,,,,,,,
2622932,FSLA,,7.24,7.28,Y,,,,,,,,,,
2622932,FSLA,,8.1,8.15,Y,,,,,,,,,,
2622932,FSLA,,8.56,9.13,Y,,,,,,,,,,
2622932,FSLA,,9.36,9.39,Y,,,,,,,,,,
2622932,FSLA,,9.48,9.58,Y,,,,,,,,,,
2622932,FSLA,,10.16,10.21,Y,,,,,,,,,,
2622932,FSLA,,10.33,10.5,Y,,,,,,,,,,
2622932,FSLA,,11.05,11.21,Y,,,,,,,,,,
2622932,FSLA,,12.14,12.28,Y,,,,,,,,,,
2622932,FSLA,,12.31,12.56,Y,,,,,,,,,,
2622932,FSLA,,13.29,13.33,Y,,,,,,,,,,
2622932,FSLA,,14.26,14.38,Y,,,,,,,,,,
2622932,FSLA,,16.28,16.32,Y,,,,,,,,,,
2593937,UPD,Cellphone,3.35,3.39,Y,,,,,,,,,,
2593937,BM,Person,4.43,5.15,Y,,,,,,,,,,
2593937,BM,Person,14.28,14.31,Y,,,,,,,,,,
2593937,BM,Person,18.36,18.49,Y,,,,,,,,,,
2593937,BM,Person,20.06,20.19,Y,,,,,,,,,,
2593937,BM,Person,27.16,31.44,Y,,,,,,,,,,
2593937,BM,Person,32.54,32.56,Y,,,,,,,,,,
2593937,FSLA,,0.21,0.26,Y,,,,,,,,,,
2593937,FSLA,,0.49,1.15,Y,,,,,,,,,,
2593937,FSLA,,1.18,1.33,Y,,,,,,,,,,
2593937,FSLA,,1.39,3.21,Y,,,,,,,,,,
2593937,FSLA,,3.4,28.11,Y,long,,,,,,,,,
2593937,FSLA,,33.42,33.5,Y,,,,,,,,,,
2660783,LS,,73.16,73.3,Y,Corrections Added,,,,,,"Invalid LS,Invalid Imposter",,,Whole face is not covered on screen
2660783,LS,,73.51,75.3,Y,Corrections Added,,,,,,,,,
2660783,LS,,75.42,78.36,Y,Corrections Added,,,,,,,,,
2660783,LS,,79.15,80.3,Y,Corrections Added,,,,,,,,,
2660783,LS,,105.56,106.03,Y,Corrections Added,,,,,,,,,
2603014,LS,,0.06,0.15,Y,,,,,,,,,,
2603014,LS,,0.18,0.25,Y,,,,,,,,,,
2603014,LS,,0.3,0.33,Y,,,,,,,,,,
2603014,LS,,0.35,0.39,Y,,,,,,,,,,
2603014,UPD,Headphones,1.24,40.33,Y,,,,,,,,,,
2603014,LS,,40.34,41.17,Y,,,,,,,,,,
2603014,FSLA,,1.19,1.22,Y,,,,,,,,,,
2603014,FSLA,,4.48,4.52,Y,,,,,,,,,,
2603014,FSLA,,7.46,8.05,Y,,,,,,,,,,
2603014,FSLA,,8.49,8.55,Y,,,,,,,,,,
2603014,SEM,,9.14,9.19,Y,,,,,,,,,,
2603014,FSLA,,9.28,9.32,Y,,,,,,,,,,
2603014,FSLA,,10.5,10.59,Y,,,,,,,,,,
2603014,FSLA,,12.02,12.06,Y,,,,,,,,,,
2603014,FSLA,,20.12,20.18,Y,,,,,,,,,,
2603014,FSLA,,20.35,20.39,Y,,,,,,,,,,
2603014,FSLA,,22.1,22.14,Y,,,,,,,,,,
2603014,FSLA,,22.46,22.53,Y,,,,,,,,,,
2603014,FSLA,,23.22,23.3,Y,,,,,,,,,,
2603014,SEM,,28.12,28.16,Y,,,,,,,,,,
2603014,FSLA,,29.44,29.49,Y,,,,,,,,,,
2603014,FSLA,,30.03,30.06,Y,,,,,,,,,,
2412339,BM,Person,4.59,5.07,Y,FSLA-Re,,,,,,,,,
2412339,BM,Person,14.08,14.11,Y,,,,,,,,,,
2412339,LS,,29.56,30.25,Y,,,,,,,,,,
2412339,LS,,30.5,35.12,Y,,,,,,,,,,
2412339,Imposter,,33.52,33.53,Y,,,,,,,,,,
2412339,LS,,35.16,35.33,Y,,,,,,,,,,
2412339,LS,,35.37,36.36,Y,,,,,,,,,,
2412339,LS,,37.38,39.39,Y,,,,,,,,,,
2412339,BM,Person,38.57,39,Y,,,,,,,,,,
2412339,LS,,39.5,40.01,Y,,,,,,,,,,
2412339,LS,,40.09,40.21,Y,,,,,,,,,,
2412339,Imposter,,40.4,41.19,Y,,,,,,,,,,
2412339,UPD,Cellphone,40.4,41.19,Y,,,,,,,,,,
2412339,BM,Person,41.23,41.3,Y,,,,,,,,,,
2412339,MP,,42.3,42.4,Y,,,,,,,,,,
2412339,MP,,46.35,46.43,Y,,,,,,,,,,
2412339,MP,,49.37,49.47,Y,,,,,,,,,,
2412339,MP,,50.55,51.08,Y,,,,,,,,,,
2412339,MP,,53.52,54.08,Y,,,,,,,,,,
2412339,Imposter,,54.11,55.17,Y,,,,,,,,,,
2412339,BM,Person,54.59,55.03,Y,,,,,,,,,,
2667606,LS,,0.06,0.14,Y,,,,,,,Invalid BM,,,
2632236,,,,,Y,,,,,,,Invalid MP,,,
2648356,UPD,Headphones,0,64.08,Y,long,,,,,,Invalid Imposter,,,Facial movements
2648356,LS,,64.1,64.37,Y,,,,,,,,,,
2648356,LS,,141.8,141.81,Y,,,,,,,,,,
2650632,,,,,Y,,,,,,,Invalid BM,,,"Hand,body Movements"
2604540,LS,,0.07,0.12,Y,,,,,,,,,,
2604540,UPD,Headphones,1.41,17.46,Y,,,,,,,,,,
2604540,FSLA,,1.51,1.55,Y,,,,,,,,,,
2604540,FSLA,,6.56,7.02,Y,,,,,,,,,,
2604540,SEM,,8.23,8.28,Y,,,,,,,,,,
2604540,FSLA,,17.03,17.06,Y,,,,,,,,,,
2529909,UPD,Headphones,0,14.01,Y,,,,,,,,,,
2529909,BM,Person,0.38,0.4,Y,,,,,,,,,,
2529909,BM,Person,1.49,1.51,Y,,,,,,,,,,
2529909,BM,Person,6.11,6.12,Y,,,,,,,,,,
2529909,BM,Person,7.34,7.38,Y,,,,,,,,,,
2529909,MP,,7.39,7.43,Y,,,,,,,,,,
2529909,BM,Person,10.06,10.08,Y,,,,,,,,,,
2529909,Imposter,,11.11,14.02,Y,,,,,,,,,,
2529909,BM,Person,11.16,11.18,Y,,,,,,,,,,
2529909,BM,Person,11.45,12.39,Y,,,,,,,,,,
2529909,BM,Person,13.57,13.59,Y,,,,,,,,,,
2529909,UPD,Headphones,14.01,21.33,Y,,,,,,,,,,
2529909,MP,,14,14.08,Y,,,,,,,,,,
2529909,UPD,Cellphone,14.11,14.18,Y,,,,,,,,,,
2529909,BM,Person,14.49,14.5,Y,,,,,,,,,,
2529909,FSLA,,2.16,2.28,Y,,,,,,,,,,
2529909,FSLA,,2.32,2.35,Y,,,,,,,,,,
2529909,FSLA,,2.52,2.55,Y,,,,,,,,,,
2529909,FSLA,,5.25,5.37,Y,,,,,,,,,,
2529909,FSLA,,5.41,5.45,Y,,,,,,,,,,
2529909,FSLA,,6.17,6.25,Y,,,,,,,,,,
2529909,FSLA,,6.51,7.07,Y,,,,,,,,,,
2529909,FSLA,,7.23,7.29,Y,,,,,,,,,,
2529909,FSLA,,8.47,8.52,Y,,,,,,,,,,
2529909,FSLA,,9.27,9.43,Y,,,,,,,,,,
2529909,FSLA,,10.46,11.1,Y,,,,,,,,,,
2529909,FSLA,,11.14,11.19,Y,,,,,,,,,,
2529909,FSLA,,11.32,11.36,Y,,,,,,,,,,
2529909,FSLA,,11.39,11.41,Y,,,,,,,,,,
2529909,FSLA,,11.54,12.01,Y,,,,,,,,,,
2529909,FSLA,,12.29,12.34,Y,,,,,,,,,,
2529909,FSLA,,12.39,12.52,Y,,,,,,,,,,
2529909,FSLA,,13.11,13.21,Y,,,,,,,,,,
2529909,FSLA,,13.4,13.44,Y,,,,,,,,,,
2529909,FSLA,,15.1,15.16,Y,,,,,,,,,,
2529909,FSLA,,16.1,16.14,Y,,,,,,,,,,
2529909,FSLA,,16.28,16.31,Y,,,,,,,,,,
2529909,FSLA,,16.5,16.55,Y,,,,,,,,,,
2529909,FSLA,,17.08,17.16,Y,,,,,,,,,,
2529909,FSLA,,18.15,18.3,Y,,,,,,,,,,
2529909,FSLA,,18.41,18.56,Y,,,,,,,,,,
2529909,FSLA,,19.1,19.22,Y,,,,,,,,,,
2529909,FSLA,,19.35,19.53,Y,,,,,,,,,,
2657809,,,,,Y,,,,,,,Invalid Imposter,,,Facial movements
2650971,LS,,65.56,67.03,Y,,,,,,,Missed LS,,,
2629394,,,,,Y,,,,100,,,Invalid MP,,,
2665439,LS,,0.12,0.25,Y,,,,,,,Invalid MP,,,
2665439,LS,,0.31,0.36,Y,,,,,,,,,,
2658305,LS,,121.32,123.34,Y,,,,,,,Invalid BM,,,
2647051,,,,,Y,,,,,,,Invalid MP,,,
2574324,UPD,Cellphone,0.52,0.55,Y,FSLA-N,,,,,,,,,
2574324,UPD,Cellphone,1.39,1.47,Y,,,,,,,,,,
2688646,LS,,0.24,0.36,Y,,,,,,,Missed BM,,,
2688646,BM,Person,2.44,2.46,Y,,,,,,,,,,
2688646,MP,,2.47,2.5,Y,,,,,,,,,,
2688646,BM,Person,2.53,3.07,Y,,,,,,,,,,
2688646,BM,Person,3.13,3.32,Y,,,,End,,,,,,
2635100,LS,,23.16,23.19,Y,,,ML Feedback Findings Video 02/01/2020,,,,Missed LS,,,
2575123,LS,,1.36,1.58,Y,,,,,,,,,,
2575123,FSLA,,0.12,0.35,Y,,,,,,,,,,
2575123,FSLA,,0.44,0.49,Y,,,,,,,,,,
2575123,FSLA,,1,1.11,Y,,,,,,,,,,
2575123,FSLA,,1.32,1.36,Y,,,,,,,,,,
2575123,FSLA,,2.09,2.31,Y,,,,,,,,,,
2575123,FSLA,,2.58,3.23,Y,,,,,,,,,,
2575123,FSLA,,4.25,4.37,Y,,,,,,,,,,
2575123,FSLA,,4.45,4.58,Y,,,,,,,,,,
2575123,UPD,Calculator,6.14,6.16,Y,,,,,,,,,,
2575123,FSLA,,6.24,6.42,Y,,,,,,,,,,
2575123,FSLA,,6.46,6.51,Y,,,,,,,,,,
2635345,LS,,1.36,1.46,Y,,,,,,,Missed LS,,,
2635345,LS,,1.52,1.54,Y,,,,,,,,,,
2653350,UPD,Headphones,0,23.5,Y,long,,,,,,,,,
2653350,MP,,23.34,23.39,Y,,,,,,,,,,
2653350,BM,Person,23.4,23.47,Y,,,,,,,,,,
2653350,MP,,23.48,23.5,Y,,,,,,,,,,
2596579,LS,,8.46,8.56,NS,Corrections Added,,,,,,,,,
2596579,LS,,15.49,19.03,Y,FSLA-Re,,,,,,,,,
2596579,left screen,,92.19,92.39,Y,,,,,,,,,,
2649897,LS,,0.09,0.12,Y,,,,,,,Invalid BM,,,"lots of body,hand and facial movements"
2649897,UPD,Calculator,2.38,2.41,Y,,,,,,,,,,
2649897,UPD,Calculator,3.34,3.38,Y,,,,,,,,,,
2649897,UPD,Calculator,4.08,4.12,Y,,,,,,,,,,
2649897,UPD,Calculator,4.18,4.19,Y,,,,,,,,,,
2649897,UPD,Calculator,4.42,4.52,Y,,,,,,,,,,
2649897,UPD,Calculator,14.46,14.5,Y,,,,,,,,,,
2649897,UPD,Calculator,14.57,14.59,Y,,,,,,,,,,
2665409,LS,,0.19,0.32,Y,,,,,,,Invalid MP,,,
2665409,LS,,0.34,1.12,Y,,,,,,,,,,
2406953,BM,Person,0,0.42,Y,staff,,,,,,,,,
2406953,BM,Person,1.05,1.07,Y,,,,,,,,,,
2406953,BM,Person,1.21,1.23,Y,,,,,,,,,,
2406953,BM,Person,1.28,1.45,Y,,,,,,,,,,
2406953,BM,Person,1.51,1.54,Y,,,,,,,,,,
2406953,BM,Person,2.07,2.22,Y,,,,,,,,,,
2406953,BM,Person,3,3.15,Y,,,,,,,,,,
2406953,FSLA,,0.35,0.41,Y,,,,,,,,,,
2406953,FSLA,,0.44,2.59,Y,,,,,,,,,,
2618973,BM,Person,15.22,15.26,Y,,,,,,,,,,
2618973,FSLA,,2.41,2.51,Y,,,,,,,,,,
2618973,FSLA,,9.09,9.22,Y,,,,,,,,,,
2618973,FSLA,,15.23,15.38,Y,,,,,,,,,,
2574203,UPD,Headphones,0,27.02,Y,,,,,,,,,,
2574203,BM,Person,1.33,1.47,Y,,,,,,,,,,
2574203,BM,Person,11.28,11.41,Y,,,,,,,,,,
2574203,BM,Person,11.43,11.49,Y,,,,,,,,,,
2574203,BM,Person,12.54,13.09,Y,,,,,,,,,,
2574203,BM,Person,15.55,16.05,Y,,,,,,,,,,
2574203,BM,Person,16.32,16.42,Y,,,,,,,,,,
2574203,FSLA,,0.18,0.22,Y,,,,,,,,,,
2574203,SEM,,1.43,1.48,Y,,,,,,,,,,
2574203,SEM,,4.17,4.22,Y,,,,,,,,,,
2574203,SEM,,5.24,5.42,Y,,,,,,,,,,
2574203,SEM,,5.53,5.56,Y,,,,,,,,,,
2574203,SEM,,6.01,6.05,Y,,,,,,,,,,
2574203,SEM,,8.23,8.26,Y,,,,,,,,,,
2574203,SEM,,11.34,11.51,Y,,,,,,,,,,
2574203,SEM,,12.05,12.25,Y,,,,,,,,,,
2574203,SEM,,12.37,13.18,Y,,,,,,,,,,
2574203,SEM,,13.31,13.46,Y,,,,,,,,,,
2574203,SEM,,14.36,14.49,Y,,,,,,,,,,
2574203,SEM,,15.55,15.58,Y,,,,,,,,,,
2574203,SEM,,16.16,16.26,Y,,,,,,,,,,
2574203,SEM,,16.43,16.53,Y,,,,,,,,,,
2574203,SEM,,17.13,17.31,Y,,,,,,,,,,
2574203,SEM,,17.33,17.41,Y,,,,,,,,,,
2574203,SEM,,17.45,17.58,Y,,,,,,,,,,
2574203,SEM,,18.05,18.19,Y,,,,,,,,,,
2574203,SEM,,18.21,18.28,Y,,,,,,,,,,
2574203,SEM,,18.45,19.24,Y,,,,,,,,,,
2574203,SEM,,21.45,22.28,Y,,,,,,,,,,
2574203,SEM,,27.06,27.48,Y,,,,,,,,,,
2660159,UPD ,Calculator,19.33,19.34,Y,,,,,,,Invalid MP,,,
2644411,left screen,,0.25,0.31,Y,,,,,,,Invalid LS,,,
2644411,UPD,Cellphone,17.28,17.37,Y,,,,,,,,,,
2644411,LS,,70.24,70.3,Y,,,,,,,,,,
2644411,UPD,Cellphone,72.43,72.49,Y,,,,,,,,,,
2641766,LS,,0.27,0.31,Y,FSLA-Re,,,,,,,,,
2641766,LS,,0.34,0.36,Y,,,,,,,,,,
2641766,LS,,122.56,123.18,Y,,,,,,,,,,
2635329,,,,,Y,,,,,,,Invalid LS,,,Room Dark
2620429,BM,Person,0.25,0.29,Y,--,,,,,,,,,
2620429,MP,,12.55,12.58,Y,,,,,,,,,,
2620429,MP,,12.59,13.13,Y,,,,,,,,,,
2620429,BM,Person,19.36,19.55,Y,,,,,,,,,,
2620429,BM,Person,20.07,20.56,Y,,,,,,,,,,
2620429,BM,Person,21.19,21.5,Y,,,,,,,,,,
2620429,BM,Person,23.42,24.07,Y,,,,,,,,,,
2620429,BM,Person,24.19,24.23,Y,,,,,,,,,,
2620429,BM,Person,24.53,25.14,Y,,,,,,,,,,
2620429,BM,Person,25.2,25.22,Y,,,,,,,,,,
2620429,BM,Person,29.21,29.23,Y,,,,,,,,,,
2620429,BM,Person,29.3,29.33,Y,,,,,,,,,,
2620429,BM,Person,30.12,30.43,Y,,,,,,,,,,
2620429,FSLA,,6.05,6.49,Y,,,,,,,,,,
2620429,FSLA,,10.31,10.35,Y,,,,,,,,,,
2620429,FSLA,,18.06,18.1,Y,,,,,,,,,,
2620429,FSLA,,18.27,18.39,Y,,,,,,,,,,
2620429,FSLA,,18.42,18.48,Y,,,,,,,,,,
2620429,FSLA,,18.5,20.21,Y,,,,,,,,,,
2620429,FSLA,,20.23,20.44,Y,,,,,,,,,,
2620429,FSLA,,21.09,21.12,Y,,,,,,,,,,
2620429,FSLA,,21.14,21.18,Y,,,,,,,,,,
2620429,FSLA,,21.38,21.45,Y,,,,,,,,,,
2620429,FSLA,,21.57,22.08,Y,,,,,,,,,,
2620429,FSLA,,22.29,23.03,Y,,,,,,,,,,
2620429,FSLA,,23.52,24.01,Y,,,,,,,,,,
2620429,FSLA,,26.51,27.52,Y,,,,,,,,,,
2620429,FSLA,,29.06,29.25,Y,,,,,,,,,,
2620429,FSLA,,30.05,30.09,Y,,,,,,,,,,
2620429,FSLA,,30.27,30.34,Y,,,,,,,,,,
2620429,FSLA,,31.59,32.15,Y,,,,,,,,,,
2620429,FSLA,,32.39,34.02,Y,,,,,,,,,,
2620429,FSLA,,34.15,34.43,Y,,,,,,,,,,
2620429,FSLA,,34.54,34.58,Y,,,,,,,,,,
